antecedent,consequent,support,confidence,lift,antecedent_size,consequent_size,antecedent_set,consequent_set,rule_type,cuisine_involved
"cuisine:chinese, pasta",corn,0.012633832976445396,0.4290909090909091,1.4057204808520138,2,1,"frozenset({'cuisine:chinese', 'pasta'})",frozenset({'corn'}),cuisine_to_ingredient,chinese
"crabmeat, tikka paste",corn,0.015524625267665952,0.42899408284023666,1.4054032738434972,2,1,"frozenset({'crabmeat', 'tikka paste'})",frozenset({'corn'}),ingredient_to_ingredient,
"pisco, shrimp stock",sugar,0.012205567451820129,0.7169811320754716,1.4053732998079553,2,1,"frozenset({'pisco', 'shrimp stock'})",frozenset({'sugar'}),ingredient_to_ingredient,
"ginger, sugar",filling,0.011884368308351177,0.34579439252336447,1.404225924420967,2,1,"frozenset({'sugar', 'ginger'})",frozenset({'filling'}),ingredient_to_ingredient,
"pasta, rice",corn,0.015096359743040685,0.42857142857142855,1.4040186400761636,2,1,"frozenset({'rice', 'pasta'})",frozenset({'corn'}),ingredient_to_ingredient,
"chocolate, pasta",sugar,0.02291220556745182,0.7157190635451505,1.402899486571187,2,1,"frozenset({'pasta', 'chocolate'})",frozenset({'sugar'}),ingredient_to_ingredient,
pisco,sugar,0.03468950749464668,0.7152317880794702,1.4019443653016268,1,1,frozenset({'pisco'}),frozenset({'sugar'}),ingredient_to_ingredient,
"cuisine:jamaican, sugar",corn,0.013918629550321198,0.42763157894736836,1.4009396518303825,2,1,"frozenset({'sugar', 'cuisine:jamaican'})",frozenset({'corn'}),cuisine_to_ingredient,jamaican
duck,sugar,0.010171306209850108,0.7142857142857143,1.4000899415380004,1,1,frozenset({'duck'}),frozenset({'sugar'}),ingredient_to_ingredient,
"chicken, chocolate",sugar,0.017130620985010708,0.7142857142857143,1.4000899415380004,2,1,"frozenset({'chicken', 'chocolate'})",frozenset({'sugar'}),ingredient_to_ingredient,
tikka paste,sugar,0.09089935760171307,0.7134453781512606,1.3984427769008971,1,1,frozenset({'tikka paste'}),frozenset({'sugar'}),ingredient_to_ingredient,
twist,corn,0.028372591006423982,0.4267310789049919,1.3979895745256488,1,1,frozenset({'twist'}),frozenset({'corn'}),ingredient_to_ingredient,
"chicken, pepper",corn,0.01113490364025696,0.42622950819672134,1.3963464070702831,2,1,"frozenset({'chicken', 'pepper'})",frozenset({'corn'}),ingredient_to_ingredient,
"cucumber, tagliatelle",filling,0.011884368308351177,0.34365325077399383,1.3955310270561314,2,1,"frozenset({'tagliatelle', 'cucumber'})",frozenset({'filling'}),ingredient_to_ingredient,
"chocolate, rice",corn,0.014453961456102784,0.42586750788643535,1.3951604783091218,2,1,"frozenset({'rice', 'chocolate'})",frozenset({'corn'}),ingredient_to_ingredient,
"daikon, filling",grape,0.01113490364025696,0.3170731707317073,1.3949427294555563,2,1,"frozenset({'daikon', 'filling'})",frozenset({'grape'}),ingredient_to_ingredient,
"grape, pasta, sugar",corn,0.011670235546038544,0.42578125,1.3948778937215014,3,1,"frozenset({'sugar', 'pasta', 'grape'})",frozenset({'corn'}),ingredient_to_ingredient,
"cereal, pasta",chicken,0.013276231263383297,0.3406593406593406,1.3942849438029103,2,1,"frozenset({'pasta', 'cereal'})",frozenset({'chicken'}),ingredient_to_ingredient,
"corn, rice",grape,0.020556745182012847,0.3168316831683168,1.3938803206745543,2,1,"frozenset({'rice', 'corn'})",frozenset({'grape'}),ingredient_to_ingredient,
"corn, filling, grape",sugar,0.02398286937901499,0.7111111111111111,1.3938673195756093,3,1,"frozenset({'corn', 'grape', 'filling'})",frozenset({'sugar'}),ingredient_to_ingredient,
"daikon, pasta",chicken,0.011884368308351177,0.34049079754601225,1.3935951135318818,2,1,"frozenset({'pasta', 'daikon'})",frozenset({'chicken'}),ingredient_to_ingredient,
cuisine:indian,sugar,0.035546038543897214,0.7109207708779443,1.3934942287513117,1,1,frozenset({'cuisine:indian'}),frozenset({'sugar'}),cuisine_to_ingredient,indian
"filling, shrimp stock",sugar,0.014453961456102784,0.7105263157894737,1.392721047108853,2,1,"frozenset({'shrimp stock', 'filling'})",frozenset({'sugar'}),ingredient_to_ingredient,
almond oil,sugar,0.011027837259100642,0.710344827586207,1.3923653073777906,1,1,frozenset({'almond oil'}),frozenset({'sugar'}),ingredient_to_ingredient,
"filling, sugar, yeast",corn,0.016916488222698072,0.4247311827956989,1.3914378278891013,3,1,"frozenset({'sugar', 'yeast', 'filling'})",frozenset({'corn'}),ingredient_to_ingredient,
tagliatelle,filling,0.05556745182012848,0.3425742574257426,1.391149375807146,1,1,frozenset({'tagliatelle'}),frozenset({'filling'}),ingredient_to_ingredient,
parmesan romano,sugar,0.013597430406852249,0.7094972067039107,1.390703863717634,1,1,frozenset({'parmesan romano'}),frozenset({'sugar'}),ingredient_to_ingredient,
"chicken, twist",corn,0.011991434689507495,0.42424242424242425,1.3898366336107482,2,1,"frozenset({'chicken', 'twist'})",frozenset({'corn'}),ingredient_to_ingredient,
"pepper, sugar",corn,0.026980728051391862,0.42424242424242425,1.3898366336107482,2,1,"frozenset({'sugar', 'pepper'})",frozenset({'corn'}),ingredient_to_ingredient,
"cuisine:korean, twist",corn,0.011670235546038544,0.42412451361867703,1.3894503532790052,2,1,"frozenset({'twist', 'cuisine:korean'})",frozenset({'corn'}),cuisine_to_ingredient,korean
"cereal, grape",corn,0.011027837259100642,0.42386831275720166,1.3886110281137367,2,1,"frozenset({'cereal', 'grape'})",frozenset({'corn'}),ingredient_to_ingredient,
"daikon, tikka paste",sugar,0.015845824411134905,0.7081339712918662,1.3880317506539412,2,1,"frozenset({'tikka paste', 'daikon'})",frozenset({'sugar'}),ingredient_to_ingredient,
"filling, lamb",sugar,0.01113490364025696,0.7074829931972789,1.3867557516185909,2,1,"frozenset({'lamb', 'filling'})",frozenset({'sugar'}),ingredient_to_ingredient,
"cola, shrimp stock",sugar,0.016809421841541754,0.7072072072072072,1.3862151763515878,2,1,"frozenset({'cola', 'shrimp stock'})",frozenset({'sugar'}),ingredient_to_ingredient,
"grape, shrimp stock",sugar,0.014989293361884369,0.7070707070707071,1.3859476188962023,2,1,"frozenset({'shrimp stock', 'grape'})",frozenset({'sugar'}),ingredient_to_ingredient,
"crouton, filling",sugar,0.02012847965738758,0.706766917293233,1.3853521526797055,2,1,"frozenset({'crouton', 'filling'})",frozenset({'sugar'}),ingredient_to_ingredient,
"filling, tikka paste",sugar,0.014668094218415417,0.7061855670103092,1.3842126329226208,2,1,"frozenset({'tikka paste', 'filling'})",frozenset({'sugar'}),ingredient_to_ingredient,
yeast,filling,0.06659528907922913,0.3408219178082192,1.3840333531864206,1,1,frozenset({'yeast'}),frozenset({'filling'}),ingredient_to_ingredient,
"pasta, sugar",grape,0.02740899357601713,0.3144963144963145,1.3836060185565602,2,1,"frozenset({'sugar', 'pasta'})",frozenset({'grape'}),ingredient_to_ingredient,
cuisine:cajun_creole,filling,0.01702355460385439,0.34047109207708776,1.3826086956521737,1,1,frozenset({'cuisine:cajun_creole'}),frozenset({'filling'}),cuisine_to_ingredient,cajun_creole
"cereal, sugar",corn,0.019914346895074948,0.4217687074829932,1.3817326299162247,2,1,"frozenset({'sugar', 'cereal'})",frozenset({'corn'}),ingredient_to_ingredient,
lentil,corn,0.010385438972162741,0.42173913043478267,1.3816357342198773,1,1,frozenset({'lentil'}),frozenset({'corn'}),ingredient_to_ingredient,
"grape, pasta",filling,0.018201284796573874,0.33999999999999997,1.3806956521739129,2,1,"frozenset({'pasta', 'grape'})",frozenset({'filling'}),ingredient_to_ingredient,
"cucumber, filling",corn,0.020663811563169165,0.42139737991266374,1.3805161446454857,2,1,"frozenset({'cucumber', 'filling'})",frozenset({'corn'}),ingredient_to_ingredient,
"pepper, rice",sugar,0.01423982869379015,0.7037037037037037,1.37934786833003,2,1,"frozenset({'rice', 'pepper'})",frozenset({'sugar'}),ingredient_to_ingredient,
"cucumber, tikka paste",sugar,0.013704496788008565,0.7032967032967032,1.3785500962835695,2,1,"frozenset({'tikka paste', 'cucumber'})",frozenset({'sugar'}),ingredient_to_ingredient,
"cuisine:indian, sugar",grape,0.01113490364025696,0.31325301204819284,1.3781361905464535,2,1,"frozenset({'sugar', 'cuisine:indian'})",frozenset({'grape'}),cuisine_to_ingredient,indian
"corn, cuisine:jamaican",sugar,0.013918629550321198,0.7027027027027026,1.3773857803238707,2,1,"frozenset({'cuisine:jamaican', 'corn'})",frozenset({'sugar'}),cuisine_to_ingredient,jamaican
"crabmeat, shrimp",sugar,0.010599571734475375,0.7021276595744681,1.3762586233841623,2,1,"frozenset({'crabmeat', 'shrimp'})",frozenset({'sugar'}),ingredient_to_ingredient,
"corn, espresso",sugar,0.019914346895074948,0.7018867924528303,1.375786493496209,2,1,"frozenset({'corn', 'espresso'})",frozenset({'sugar'}),ingredient_to_ingredient,
crouton,sugar,0.03244111349036403,0.701388888888889,1.3748105398157866,1,1,frozenset({'crouton'}),frozenset({'sugar'}),ingredient_to_ingredient,
"shrimp, tikka paste",sugar,0.011027837259100642,0.7006802721088435,1.3734215616991814,2,1,"frozenset({'tikka paste', 'shrimp'})",frozenset({'sugar'}),ingredient_to_ingredient,
"cola, crabmeat",sugar,0.017451820128479657,0.6995708154506437,1.3712468869483763,2,1,"frozenset({'crabmeat', 'cola'})",frozenset({'sugar'}),ingredient_to_ingredient,
"daikon, rice",corn,0.012312633832976445,0.41818181818181815,1.369981824559166,2,1,"frozenset({'rice', 'daikon'})",frozenset({'corn'}),ingredient_to_ingredient,
"daikon, shrimp stock",sugar,0.010385438972162741,0.697841726618705,1.367857655114104,2,1,"frozenset({'daikon', 'shrimp stock'})",frozenset({'sugar'}),ingredient_to_ingredient,
"chicken, rice",grape,0.011670235546038544,0.3105413105413105,1.366206236672558,2,1,"frozenset({'chicken', 'rice'})",frozenset({'grape'}),ingredient_to_ingredient,
"cheese, pepper",sugar,0.012312633832976445,0.6969696969696969,1.3661483671976848,2,1,"frozenset({'pepper', 'cheese'})",frozenset({'sugar'}),ingredient_to_ingredient,
"chocolate, vermicelli",corn,0.011563169164882228,0.416988416988417,1.3660721903443758,2,1,"frozenset({'chocolate', 'vermicelli'})",frozenset({'corn'}),ingredient_to_ingredient,
lemon juice,sugar,0.014025695931477516,0.6968085106382979,1.3658324216918578,1,1,frozenset({'lemon juice'}),frozenset({'sugar'}),ingredient_to_ingredient,
"cucumber, sugar",filling,0.030406852248394005,0.336094674556213,1.3648366349369694,2,1,"frozenset({'sugar', 'cucumber'})",frozenset({'filling'}),ingredient_to_ingredient,
"potato, sugar",grape,0.012312633832976445,0.3099730458221024,1.3637061931127823,2,1,"frozenset({'potato', 'sugar'})",frozenset({'grape'}),ingredient_to_ingredient,
"chocolate, pork",sugar,0.010278372591006424,0.6956521739130435,1.3635658561065742,2,1,"frozenset({'pork', 'chocolate'})",frozenset({'sugar'}),ingredient_to_ingredient,
salmon,filling,0.011670235546038544,0.3353846153846154,1.361953177257525,1,1,frozenset({'salmon'}),frozenset({'filling'}),ingredient_to_ingredient,
"espresso, sugar",grape,0.019057815845824413,0.3095652173913044,1.3619119785373448,2,1,"frozenset({'sugar', 'espresso'})",frozenset({'grape'}),ingredient_to_ingredient,
"filling, grape, yeast",sugar,0.01145610278372591,0.6948051948051948,1.3619056704051458,3,1,"frozenset({'yeast', 'grape', 'filling'})",frozenset({'sugar'}),ingredient_to_ingredient,
"filling, shrimp, sugar",corn,0.011563169164882228,0.4153846153846154,1.3608180665353589,3,1,"frozenset({'sugar', 'shrimp', 'filling'})",frozenset({'corn'}),ingredient_to_ingredient,
"filling, shrimp",sugar,0.027837259100642397,0.6933333333333334,1.3590206365862192,2,1,"frozenset({'shrimp', 'filling'})",frozenset({'sugar'}),ingredient_to_ingredient,
"chicken, pisco",sugar,0.012098501070663811,0.6932515337423313,1.3588602990878016,2,1,"frozenset({'chicken', 'pisco'})",frozenset({'sugar'}),ingredient_to_ingredient,
grape,filling,0.07601713062098502,0.3344324069712671,1.3580863830920151,1,1,frozenset({'grape'}),frozenset({'filling'}),ingredient_to_ingredient,
filling,grape,0.07601713062098502,0.30869565217391304,1.3580863830920151,1,1,frozenset({'filling'}),frozenset({'grape'}),ingredient_to_ingredient,
"cola, corn",sugar,0.012312633832976445,0.6927710843373494,1.3579185577567352,2,1,"frozenset({'corn', 'cola'})",frozenset({'sugar'}),ingredient_to_ingredient,
"cheese, chicken, sugar",corn,0.010599571734475375,0.41422594142259417,1.3570222002409786,3,1,"frozenset({'chicken', 'sugar', 'cheese'})",frozenset({'corn'}),ingredient_to_ingredient,
"pasta, potato",grape,0.010599571734475375,0.308411214953271,1.356835020095879,2,1,"frozenset({'potato', 'pasta'})",frozenset({'grape'}),ingredient_to_ingredient,
cuisine:jamaican,filling,0.01670235546038544,0.3340471092077088,1.3565217391304347,1,1,frozenset({'cuisine:jamaican'}),frozenset({'filling'}),cuisine_to_ingredient,jamaican
cilantro,corn,0.02987152034261242,0.41394658753709196,1.356107024761992,1,1,frozenset({'cilantro'}),frozenset({'corn'}),ingredient_to_ingredient,
"cheese, espresso",sugar,0.012955032119914348,0.6914285714285715,1.3552870634087846,2,1,"frozenset({'espresso', 'cheese'})",frozenset({'sugar'}),ingredient_to_ingredient,
"filling, ice cream",sugar,0.011027837259100642,0.6912751677852349,1.3549863729515415,2,1,"frozenset({'ice cream', 'filling'})",frozenset({'sugar'}),ingredient_to_ingredient,
"pasta, sugar",chicken,0.02880085653104925,0.33046683046683045,1.3525680090097267,2,1,"frozenset({'sugar', 'pasta'})",frozenset({'chicken'}),ingredient_to_ingredient,
"rice, tagliatelle",grape,0.010492505353319057,0.3072100313479624,1.3515504911869847,2,1,"frozenset({'tagliatelle', 'rice'})",frozenset({'grape'}),ingredient_to_ingredient,
"tikka paste, yeast",sugar,0.016381156316916487,0.6891891891891891,1.3508975922407194,2,1,"frozenset({'tikka paste', 'yeast'})",frozenset({'sugar'}),ingredient_to_ingredient,
tart shell,corn,0.012526766595289078,0.41197183098591544,1.3496376364112421,1,1,frozenset({'tart shell'}),frozenset({'corn'}),ingredient_to_ingredient,
"cucumber, filling, sugar",corn,0.012526766595289078,0.41197183098591544,1.3496376364112421,3,1,"frozenset({'sugar', 'cucumber', 'filling'})",frozenset({'corn'}),ingredient_to_ingredient,
"cucumber, rice",corn,0.011241970021413276,0.4117647058823529,1.348959085563373,2,1,"frozenset({'rice', 'cucumber'})",frozenset({'corn'}),ingredient_to_ingredient,
"cornmeal, grape",sugar,0.010385438972162741,0.6879432624113475,1.348455418871351,2,1,"frozenset({'cornmeal', 'grape'})",frozenset({'sugar'}),ingredient_to_ingredient,
"pasta, vermicelli",grape,0.010492505353319057,0.30624999999999997,1.3473268959020255,2,1,"frozenset({'pasta', 'vermicelli'})",frozenset({'grape'}),ingredient_to_ingredient,
cuisine:chinese,grape,0.015310492505353318,0.30620985010706636,1.3471502590673574,1,1,frozenset({'cuisine:chinese'}),frozenset({'grape'}),cuisine_to_ingredient,chinese
cuisine:vietnamese,corn,0.020556745182012847,0.4111349036402569,1.3468958260259558,1,1,frozenset({'cuisine:vietnamese'}),frozenset({'corn'}),cuisine_to_ingredient,vietnamese
brussels sprouts,corn,0.014025695931477516,0.4106583072100313,1.3453344753916847,1,1,frozenset({'brussels sprouts'}),frozenset({'corn'}),ingredient_to_ingredient,
"cucumber, filling",grape,0.014989293361884369,0.3056768558951965,1.3448053858036437,2,1,"frozenset({'cucumber', 'filling'})",frozenset({'grape'}),ingredient_to_ingredient,
"filling, sugar, vermicelli",corn,0.011991434689507495,0.4102564102564103,1.3440178434917127,3,1,"frozenset({'sugar', 'vermicelli', 'filling'})",frozenset({'corn'}),ingredient_to_ingredient,
salt,grape,0.011670235546038544,0.30532212885154064,1.3432447873167166,1,1,frozenset({'salt'}),frozenset({'grape'}),ingredient_to_ingredient,
"grape, pasta",corn,0.021948608137044967,0.41,1.34317783233953,2,1,"frozenset({'pasta', 'grape'})",frozenset({'corn'}),ingredient_to_ingredient,
peach,sugar,0.017665952890792293,0.6846473029045643,1.3419949232169217,1,1,frozenset({'peach'}),frozenset({'sugar'}),ingredient_to_ingredient,
"chicken, pepper",sugar,0.017880085653104925,0.6844262295081968,1.3415615915228873,2,1,"frozenset({'chicken', 'pepper'})",frozenset({'sugar'}),ingredient_to_ingredient,
"pasta, vermicelli",corn,0.014025695931477516,0.409375,1.3411303051560857,2,1,"frozenset({'pasta', 'vermicelli'})",frozenset({'corn'}),ingredient_to_ingredient,
"espresso, rice",sugar,0.010171306209850108,0.683453237410072,1.3396544044931946,2,1,"frozenset({'rice', 'espresso'})",frozenset({'sugar'}),ingredient_to_ingredient,
cereal,corn,0.04197002141327623,0.40875912408759124,1.3391126688804287,1,1,frozenset({'cereal'}),frozenset({'corn'}),ingredient_to_ingredient,
"corn, shrimp",sugar,0.025267665952890792,0.6820809248554913,1.336964499087154,2,1,"frozenset({'corn', 'shrimp'})",frozenset({'sugar'}),ingredient_to_ingredient,
"chocolate, corn, sugar",grape,0.013811563169164882,0.30352941176470594,1.3353578454462331,3,1,"frozenset({'corn', 'chocolate', 'sugar'})",frozenset({'grape'}),ingredient_to_ingredient,
"cracker, filling",sugar,0.011884368308351177,0.6809815950920245,1.3348096743251856,2,1,"frozenset({'filling', 'cracker'})",frozenset({'sugar'}),ingredient_to_ingredient,
"mushroom, sugar",corn,0.011777301927194861,0.40740740740740744,1.3346843862452422,2,1,"frozenset({'sugar', 'mushroom'})",frozenset({'corn'}),ingredient_to_ingredient,
espresso,sugar,0.06156316916488223,0.680473372781065,1.3338134946012903,1,1,frozenset({'espresso'}),frozenset({'sugar'}),ingredient_to_ingredient,
vermicelli,grape,0.03501070663811563,0.3030583873957368,1.3332856044635806,1,1,frozenset({'vermicelli'}),frozenset({'grape'}),ingredient_to_ingredient,
seasoning,filling,0.02291220556745182,0.3282208588957055,1.3328620965590825,1,1,frozenset({'seasoning'}),frozenset({'filling'}),ingredient_to_ingredient,
chicken bouillon,chicken,0.010171306209850108,0.3253424657534247,1.3315944917339992,1,1,frozenset({'chicken bouillon'}),frozenset({'chicken'}),ingredient_to_ingredient,
semolina,sugar,0.020770877944325482,0.6783216783216783,1.3295959025234998,1,1,frozenset({'semolina'}),frozenset({'sugar'}),ingredient_to_ingredient,
"filling, sausage",sugar,0.019379014989293362,0.6779026217228464,1.3287744988229562,2,1,"frozenset({'sausage', 'filling'})",frozenset({'sugar'}),ingredient_to_ingredient,
"filling, sugar",corn,0.06038543897216274,0.40546369518332137,1.3283167004602672,2,1,"frozenset({'sugar', 'filling'})",frozenset({'corn'}),ingredient_to_ingredient,
"filling, seasoning",sugar,0.015524625267665952,0.677570093457944,1.3281227015524022,2,1,"frozenset({'seasoning', 'filling'})",frozenset({'sugar'}),ingredient_to_ingredient,
tikka paste,chicken,0.04132762312633833,0.3243697478991597,1.3276132538905132,1,1,frozenset({'tikka paste'}),frozenset({'chicken'}),ingredient_to_ingredient,
stock,corn,0.014346895074946468,0.4048338368580061,1.3262532571917844,1,1,frozenset({'stock'}),frozenset({'corn'}),ingredient_to_ingredient,
potato,chicken,0.028586723768736617,0.32402912621359226,1.3262191230652722,1,1,frozenset({'potato'}),frozenset({'chicken'}),ingredient_to_ingredient,
"corn, tikka paste",chicken,0.014882226980728051,0.32400932400932403,1.326138074604332,2,1,"frozenset({'tikka paste', 'corn'})",frozenset({'chicken'}),ingredient_to_ingredient,
"chocolate, pasta",corn,0.012955032119914348,0.40468227424749165,1.325756731487749,2,1,"frozenset({'pasta', 'chocolate'})",frozenset({'corn'}),ingredient_to_ingredient,
"bitter gourd, filling",sugar,0.012526766595289078,0.676300578034682,1.3256342914677715,2,1,"frozenset({'bitter gourd', 'filling'})",frozenset({'sugar'}),ingredient_to_ingredient,
"filling, grape",sugar,0.05139186295503212,0.676056338028169,1.3251555503007553,2,1,"frozenset({'grape', 'filling'})",frozenset({'sugar'}),ingredient_to_ingredient,
preserves,sugar,0.021413276231263382,0.6756756756756755,1.3244094041575676,1,1,frozenset({'preserves'}),frozenset({'sugar'}),ingredient_to_ingredient,
rice,corn,0.06488222698072806,0.4042695130086725,1.324404507716942,1,1,frozenset({'rice'}),frozenset({'corn'}),ingredient_to_ingredient,
thyme,corn,0.02740899357601713,0.4037854889589905,1.3228188238782783,1,1,frozenset({'thyme'}),frozenset({'corn'}),ingredient_to_ingredient,
rice,filling,0.052248394004282654,0.3255503669112742,1.3220175769353482,1,1,frozenset({'rice'}),frozenset({'filling'}),ingredient_to_ingredient,
"filling, grape, rice",sugar,0.012633832976445396,0.6742857142857143,1.3216849048118724,3,1,"frozenset({'rice', 'grape', 'filling'})",frozenset({'sugar'}),ingredient_to_ingredient,
"corn, pasta, sugar",chicken,0.010813704496788009,0.3226837060702875,1.320712451663666,3,1,"frozenset({'pasta', 'sugar', 'corn'})",frozenset({'chicken'}),ingredient_to_ingredient,
char,corn,0.020663811563169165,0.40292275574112735,1.319992472333262,1,1,frozenset({'char'}),frozenset({'corn'}),ingredient_to_ingredient,
cuisine:korean,corn,0.02012847965738758,0.4025695931477516,1.3188354963170816,1,1,frozenset({'cuisine:korean'}),frozenset({'corn'}),cuisine_to_ingredient,korean
"pasta, rice",chicken,0.011349036402569594,0.3221884498480243,1.3186854169941047,2,1,"frozenset({'rice', 'pasta'})",frozenset({'chicken'}),ingredient_to_ingredient,
"crouton, vermicelli",sugar,0.011884368308351177,0.6727272727272726,1.3186301631212438,2,1,"frozenset({'crouton', 'vermicelli'})",frozenset({'sugar'}),ingredient_to_ingredient,
pepper,sugar,0.06359743040685224,0.6727066817667043,1.3185898022457543,1,1,frozenset({'pepper'}),frozenset({'sugar'}),ingredient_to_ingredient,
"filling, salt",sugar,0.013597430406852249,0.671957671957672,1.3171216487061188,2,1,"frozenset({'salt', 'filling'})",frozenset({'sugar'}),ingredient_to_ingredient,
"daikon, sugar",filling,0.021734475374732335,0.3242811501597444,1.3168634532573968,2,1,"frozenset({'sugar', 'daikon'})",frozenset({'filling'}),ingredient_to_ingredient,
"grape, yeast",sugar,0.025053533190578157,0.670487106017192,1.3142391542918308,2,1,"frozenset({'yeast', 'grape'})",frozenset({'sugar'}),ingredient_to_ingredient,
taco seasoning,filling,0.010599571734475375,0.3235294117647059,1.3138107416879796,1,1,frozenset({'taco seasoning'}),frozenset({'filling'}),ingredient_to_ingredient,
"daikon, sugar",corn,0.026873661670235548,0.4009584664536741,1.3135573751937273,2,1,"frozenset({'sugar', 'daikon'})",frozenset({'corn'}),ingredient_to_ingredient,
"espresso, tagliatelle",sugar,0.013918629550321198,0.6701030927835051,1.3134864399995672,2,1,"frozenset({'tagliatelle', 'espresso'})",frozenset({'sugar'}),ingredient_to_ingredient,
"bean paste, beef",sugar,0.01841541755888651,0.6692607003891051,1.3118352448340487,2,1,"frozenset({'beef', 'bean paste'})",frozenset({'sugar'}),ingredient_to_ingredient,
"chicken, shrimp",sugar,0.010385438972162741,0.6689655172413793,1.3112566486955892,2,1,"frozenset({'chicken', 'shrimp'})",frozenset({'sugar'}),ingredient_to_ingredient,
"cucumber, filling, yeast",sugar,0.010706638115631691,0.6666666666666666,1.3067506121021337,3,1,"frozenset({'cucumber', 'yeast', 'filling'})",frozenset({'sugar'}),ingredient_to_ingredient,
"daikon, pasta",corn,0.013918629550321198,0.3987730061349693,1.3063977121363077,2,1,"frozenset({'pasta', 'daikon'})",frozenset({'corn'}),ingredient_to_ingredient,
"filling, grape, vermicelli",sugar,0.012098501070663811,0.6647058823529411,1.3029072279488922,3,1,"frozenset({'vermicelli', 'grape', 'filling'})",frozenset({'sugar'}),ingredient_to_ingredient,
verjus,sugar,0.010599571734475375,0.6644295302013423,1.3023655429340057,1,1,frozenset({'verjus'}),frozenset({'sugar'}),ingredient_to_ingredient,
pepper,corn,0.03758029978586724,0.3975084937712344,1.3022551146346297,1,1,frozenset({'pepper'}),frozenset({'corn'}),ingredient_to_ingredient,
"filling, vermicelli",corn,0.02012847965738758,0.3974630021141649,1.3021060819874781,2,1,"frozenset({'vermicelli', 'filling'})",frozenset({'corn'}),ingredient_to_ingredient,
pancake,corn,0.021092077087794432,0.3971774193548387,1.3011705004469287,1,1,frozenset({'pancake'}),frozenset({'corn'}),ingredient_to_ingredient,
"corn, seasoning",sugar,0.015845824411134905,0.6636771300448431,1.3008907438864292,2,1,"frozenset({'seasoning', 'corn'})",frozenset({'sugar'}),ingredient_to_ingredient,
"corn, filling, rice",sugar,0.01563169164882227,0.6636363636363636,1.3008108365925783,3,1,"frozenset({'rice', 'corn', 'filling'})",frozenset({'sugar'}),ingredient_to_ingredient,
"corn, milk",sugar,0.01113490364025696,0.6624203821656052,1.2984273597957507,2,1,"frozenset({'corn', 'milk'})",frozenset({'sugar'}),ingredient_to_ingredient,
cuisine:jamaican,corn,0.01980728051391863,0.3961456102783726,1.2977902490354263,1,1,frozenset({'cuisine:jamaican'}),frozenset({'corn'}),cuisine_to_ingredient,jamaican
goat,filling,0.011563169164882228,0.3195266272189349,1.2975559557499357,1,1,frozenset({'goat'}),frozenset({'filling'}),ingredient_to_ingredient,
"cheese, corn",chicken,0.01734475374732334,0.31702544031311153,1.2975537302911753,2,1,"frozenset({'corn', 'cheese'})",frozenset({'chicken'}),ingredient_to_ingredient,
brown rice,sugar,0.014668094218415417,0.6618357487922705,1.2972814047680603,1,1,frozenset({'brown rice'}),frozenset({'sugar'}),ingredient_to_ingredient,
"beef, crabmeat",sugar,0.018201284796573874,0.6614785992217899,1.2965813466383038,2,1,"frozenset({'crabmeat', 'beef'})",frozenset({'sugar'}),ingredient_to_ingredient,
"corn, potato",chicken,0.010171306209850108,0.3166666666666667,1.2960853052877592,2,1,"frozenset({'potato', 'corn'})",frozenset({'chicken'}),ingredient_to_ingredient,
"corn, cracker",sugar,0.011027837259100642,0.6602564102564102,1.2941857023703824,2,1,"frozenset({'corn', 'cracker'})",frozenset({'sugar'}),ingredient_to_ingredient,
"corn, pasta",chicken,0.024197002141327622,0.31608391608391606,1.293700164865809,2,1,"frozenset({'pasta', 'corn'})",frozenset({'chicken'}),ingredient_to_ingredient,
"beef, yeast",filling,0.013811563169164882,0.31851851851851853,1.2934621578099839,2,1,"frozenset({'beef', 'yeast'})",frozenset({'filling'}),ingredient_to_ingredient,
"beef, grape",sugar,0.02430406852248394,0.6598837209302325,1.2934551843627224,2,1,"frozenset({'beef', 'grape'})",frozenset({'sugar'}),ingredient_to_ingredient,
"filling, shrimp",corn,0.015845824411134905,0.3946666666666667,1.2929451654390276,2,1,"frozenset({'shrimp', 'filling'})",frozenset({'corn'}),ingredient_to_ingredient,
"chocolate, grape, sugar",corn,0.013811563169164882,0.3944954128440367,1.2923841304676615,3,1,"frozenset({'sugar', 'chocolate', 'grape'})",frozenset({'corn'}),ingredient_to_ingredient,
"corn, filling, yeast",sugar,0.016916488222698072,0.6583333333333333,1.290416229450857,3,1,"frozenset({'corn', 'yeast', 'filling'})",frozenset({'sugar'}),ingredient_to_ingredient,
"chocolate, sugar, yeast",corn,0.015096359743040685,0.39385474860335196,1.290285286550441,3,1,"frozenset({'sugar', 'chocolate', 'yeast'})",frozenset({'corn'}),ingredient_to_ingredient,
bacon grease,sugar,0.017880085653104925,0.6574803149606299,1.2887442060298602,1,1,frozenset({'bacon grease'}),frozenset({'sugar'}),ingredient_to_ingredient,
"daikon, filling",corn,0.013811563169164882,0.3932926829268293,1.288443934947943,2,1,"frozenset({'daikon', 'filling'})",frozenset({'corn'}),ingredient_to_ingredient,
goat,sugar,0.023768736616702354,0.6568047337278106,1.2874199817455931,1,1,frozenset({'goat'}),frozenset({'sugar'}),ingredient_to_ingredient,
